ScenarioCode,StaffMemberCode,LastName,FirstName,PensionOptOut,ServiceStartDate,DateOfBirth,Apprenticeship,AvailableToAllSchools,SchoolCodes,StaffMemberEnabled,PayrollLocation,GenderCode,Casual
,42812066,Barrett,Connie,False,2018-09-01,,False,False,"LOR,GRE",True,,ZZZ,False
,42833908,Nelson,Antony,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,42843743,Harper,Maddie,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,43058476,Johnson,Connie,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,43148905,Richards,Alina,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,43256698,Dixon,Honey,False,2023-09-01,,False,False,MAT,True,,ZZZ,True
,43369157,Walker,Emily,False,2018-09-01,,False,False,"LOR,GRE",True,,ZZZ,False
,43376567,Hunt,Arianna,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,43500527,Miller,Amanda,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,43696799,Campbell,Dominik,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,43697238,Ellis,Alina,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,43762298,Parker,Miranda,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,43872640,Wilson,Byron,False,2023-09-01,,False,False,MID,True,,ZZZ,True
,44038423,Edwards,Edward,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,44177397,Higgins,Spike,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,44325943,Andrews,Naomi,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,44544902,Ellis,Tiana,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,44792973,Riley,Daniel,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,44804225,Murphy,Lyndon,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,44907305,Hamilton,Frederick,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,44916215,Bennett,Julian,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,44927956,Douglas,Patrick,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,45125150,Morris,Ellia,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,45172543,Lloyd,Derek,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,45174122,Casey,Adrianna,False,2018-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,45244845,Cunningham,Clark,False,2018-09-01,,False,False,GRE,True,,ZZZ,True
,45371928,Wells,James,False,2018-09-01,,False,False,APP,True,,ZZZ,False
,45436553,Elliott,Ned,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,45657209,Hill,Adison,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,45794344,Howard,Vincent,False,2018-09-01,,False,False,EDU,True,,ZZZ,False
,45813167,Carter,Julia,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,45831308,Lloyd,Hailey,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,45847342,Russell,Lily,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,45847506,Murphy,Derek,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,45998674,Myers,Arnold,False,2023-09-01,,False,False,MIL,True,,ZZZ,False
,46121150,Dixon,Daniel,False,2023-09-01,,False,False,APP,True,,ZZZ,True
,46241306,Perkins,Deanna,False,2023-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,46291663,Hill,Abigail,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,46354144,Ellis,Chelsea,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,46420680,Fowler,Connie,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,46632094,Morrison,Evelyn,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,46755354,Hunt,Dominik,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,46800265,Barnes,Roman,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,46819978,Carter,Oliver,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,46838489,Hill,Garry,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,46895324,Murray,Nicole,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,47202754,Carter,Maximilian,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,47248697,Hawkins,Lucia,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,47345183,Wright,Kristian,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,47358679,Alexander,Oscar,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,47407756,Adams,Kimberly,False,2018-09-01,,False,False,"LOR,GRE",True,,ZZZ,False
,47549135,Jones,Lana,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,47624528,Clark,Cadie,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,47636144,Hall,Paul,False,2023-09-01,,False,False,MID,True,,ZZZ,True
,47672582,Williams,Chloe,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,48035949,Casey,Aiden,False,2018-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,48180020,Morgan,Henry,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,48193328,Robinson,Walter,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,48220944,Montgomery,Mary,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,48401170,Adams,Oscar,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,48479378,Turner,Paul,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,48594724,Robinson,Melissa,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,48658719,Morris,Kevin,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,48739834,Barnes,Ted,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,48791252,Mitchell,Lucy,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,48814254,Moore,Wilson,False,2023-09-01,,False,False,MAT,True,,ZZZ,True
,48836308,Holmes,Haris,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,49180755,Williams,Ryan,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,49556018,Henderson,Grace,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,49721471,Kelley,Robert,False,2018-09-01,,False,False,"LOR,GRE",True,,ZZZ,False
,49847065,Rogers,Adele,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,49884170,Brown,Chester,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,49892924,Dixon,Mike,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,50132898,Adams,Madaline,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,50161874,Riley,Emily,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,50657609,Douglas,George,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,50981509,Kelley,Spike,False,2023-09-01,,False,False,MAT,True,,ZZZ,True
,51006118,Kelley,Alan,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,51163368,Campbell,Haris,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,51285033,Hunt,Dainton,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,51308944,Cameron,Stella,False,2018-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,51446585,Farrell,Dominik,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,52018896,Farrell,Dexter,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,52189042,West,Maya,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,52309601,Douglas,April,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,52339461,Harper,Gianna,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,52385071,Jones,Richard,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,52487038,Ellis,Oliver,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,52526535,Armstrong,Steven,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,52971708,Richards,Arnold,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,53252835,Watson,Spike,False,2023-09-01,,False,False,GRE,True,,ZZZ,False
,53909937,Roberts,Garry,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,53962741,Roberts,Sofia,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,54165263,Stevens,Connie,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,54394391,Parker,Adam,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,54815087,Hawkins,Aida,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,54886825,Barnes,Eleanor,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,55075327,Robinson,Brianna,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,55082082,Barrett,Belinda,False,2023-09-01,,False,False,APP,True,,ZZZ,True
,55544726,Mitchell,Carlos,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,55549010,Mitchell,Justin,False,2018-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,55594630,Kelley,Tess,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,55682858,Hamilton,Sophia,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,55803429,Mitchell,Arianna,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,55960547,Ellis,Lucia,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,56100057,Nelson,Ashton,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,56138024,Henderson,Carl,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,56579934,Douglas,Adele,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,56811926,Jones,Daisy,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,56835214,Riley,Alina,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,56958292,Thompson,Charlie,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,57141704,Campbell,Paige,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,57150585,Foster,Frederick,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,57170806,Kelly,Jacob,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,57182344,Elliott,Valeria,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,57240978,Casey,Charlie,False,2023-09-01,,False,False,ALE,True,,ZZZ,True
,57295981,Campbell,Sophia,False,2023-09-01,,False,False,MAR,True,,ZZZ,True
,57296483,Murray,Kellan,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,57304954,Cooper,Tony,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,57422547,Stevens,Naomi,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,57743738,Owens,Olivia,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,57775265,Gray,Albert,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,57895546,Hall,Vivian,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,57996084,Harper,George,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,58055643,Crawford,Alissa,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,58255308,Harper,Roman,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,58575560,Wright,Amelia,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,58824739,Andrews,Savana,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,59009305,Gibson,Paige,False,2023-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,59073680,Armstrong,Ned,False,2018-09-01,,False,False,"LOR,GRE",True,,ZZZ,False
,59231718,Brown,Rubie,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,59290266,Cole,Amber,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,59336099,Brooks,Anna,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,59575467,Cooper,Leonardo,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,59819940,Dixon,Heather,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,59858765,Morgan,Carlos,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,60208833,Anderson,Jessica,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,60251456,Murray,Walter,False,2023-09-01,,False,False,GRE,True,,ZZZ,False
,60307621,Watson,Ted,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,60321222,Farrell,Eric,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,60455986,Fowler,Haris,False,2023-09-01,,False,False,MID,True,,ZZZ,True
,60613534,Kelley,Lucia,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,60653711,Craig,Charlotte,False,2023-09-01,,False,False,MAT,True,,ZZZ,True
,60686451,Hamilton,Eric,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,60741671,Wilson,Alford,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,60988425,Murphy,Leonardo,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,61207682,Morris,Walter,False,2023-09-01,,False,False,MIL,True,,ZZZ,False
,61310272,Campbell,Sydney,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,61483770,Thomas,Kirsten,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,61619258,Sullivan,Abigail,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,61694614,Bennett,Annabella,False,2018-09-01,,False,False,APP,True,,ZZZ,False
,61985272,Harris,Marcus,False,2023-09-01,,False,False,MAT,True,,ZZZ,True
,61996305,Morgan,Miley,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,61999946,Brooks,Charlotte,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,62215314,Casey,Jordan,False,2018-09-01,,False,False,MAT,True,,ZZZ,False
,62619104,Robinson,Jared,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,62702158,Elliott,Arthur,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,62714455,Douglas,Belinda,False,2023-09-01,,False,False,MAR,True,,ZZZ,True
,62754109,Hawkins,Mike,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,63095001,Smith,Nicole,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,63116167,Elliott,Tony,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,63128230,Ryan,Dexter,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,63141305,Stevens,Clark,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,63153433,Barnes,Preston,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,63205392,Anderson,Oliver,False,2018-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,63592001,Barnes,Lucia,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,63669491,Craig,Rafael,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,63754806,Dixon,Natalie,False,2023-09-01,,False,False,ALE,True,,ZZZ,True
,63854592,Thompson,Lucia,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,63958384,Morrison,Adele,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,64136808,Evans,Mike,False,2018-09-01,,False,False,"LOR,GRE",True,,ZZZ,False
,64294987,Cunningham,Fiona,False,2018-09-01,,False,False,"LEA,EDU",True,,ZZZ,False
,64653761,Harris,Edith,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,64747457,Bennett,Kristian,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,65342597,Mitchell,Catherine,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,65980392,Anderson,Jack,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,66055251,Smith,Sophia,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,66136456,Morris,Edward,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,66240002,Hall,Miller,False,2023-09-01,,False,False,MIL,True,,ZZZ,False
,66313473,Owens,Kelsey,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,66552169,Carroll,Brianna,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,66571235,Cameron,William,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,66574923,Phillips,Michelle,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,66826530,Morgan,George,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,66966238,Warren,Victor,False,2018-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,67258734,Jones,Amanda,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,67316790,Gray,Isabella,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,67418488,Ross,Agata,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,67615895,Williams,Mike,False,2018-09-01,,False,False,APP,True,,ZZZ,False
,67932026,Wilson,Alan,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,68323513,Grant,Tara,False,2023-09-01,,False,False,MID,True,,ZZZ,True
,68465889,Ross,Dale,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,68479488,Morris,Edgar,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,68673966,Scott,Maximilian,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,68831443,Smith,Tony,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,68966017,Rogers,Sarah,False,2023-09-01,,False,False,APP,True,,ZZZ,True
,68994224,Nelson,Brianna,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,69018523,Watson,Alissa,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,69406117,Grant,Victoria,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,69712738,Dixon,Ashton,False,2023-09-01,,False,False,MAR,True,,ZZZ,True
,69878018,Parker,Cherry,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,69915189,Hamilton,Edith,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,69967780,Brown,Harold,False,2018-09-01,,False,False,MAT,True,,ZZZ,False
,70112425,Alexander,Dexter,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,70189909,Johnston,Naomi,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,70380963,Stevens,Harold,False,2023-09-01,,False,False,MID,True,,ZZZ,True
,70482886,Carter,Brad,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,70541586,Campbell,Ashton,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,70605543,Hamilton,Hailey,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,70961169,Murray,Sydney,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,71002559,Perkins,Alberta,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,71037160,Perry,Lucia,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,71131526,Adams,Paul,False,2018-09-01,,False,False,MAT,True,,ZZZ,False
,71224398,Bennett,Abraham,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,71357717,Roberts,Paige,False,2018-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,71366988,Elliott,Edgar,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,71420114,Wright,Emma,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,71543401,Clark,Anna,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,71793127,Mitchell,Ned,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,71810739,Anderson,Isabella,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,71868362,Owens,Adelaide,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,71970384,Armstrong,James,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,72214314,Stevens,Spike,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,72298092,Barnes,Alexia,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,72298231,Cooper,Lucy,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,72413526,Anderson,Freddie,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,72503284,Allen,Bruce,False,2018-09-01,,False,False,EDU,True,,ZZZ,False
,72984730,Taylor,Max,False,2023-09-01,,False,False,MIL,True,,ZZZ,False
,73050060,Morrison,Alisa,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,73051040,Hawkins,Frederick,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,73246658,Perkins,Connie,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,73424294,Tucker,Cadie,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,73499991,Elliott,Naomi,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,73530727,Cole,Stuart,False,2023-09-01,,False,False,MID,True,,ZZZ,True
,73532317,Warren,Max,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,73562800,Rogers,Max,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,73564560,Ross,Oliver,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,73592763,Douglas,Florrie,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,73755777,Morrison,April,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,73974694,Smith,Walter,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,74046266,Hunt,Sarah,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,74046867,Russell,Annabella,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,74047373,Dixon,Lucy,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,74329121,Ferguson,Thomas,False,2023-09-01,,False,False,GRE,True,,ZZZ,False
,74593714,Martin,Rafael,False,2023-09-01,,False,False,MAT,True,,ZZZ,False
,74861825,West,Maddie,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,75851885,Dixon,Tara,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,76235375,Robinson,Lily,False,2023-09-01,,False,False,ALE,True,,ZZZ,True
,76361032,Perry,Jenna,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,76551249,Johnson,Jasmine,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,76639783,Barnes,Adrianna,False,2023-09-01,,False,False,GRE,True,,ZZZ,False
,76834592,Dixon,Sofia,False,2018-09-01,,False,False,EDU,True,,ZZZ,False
,76842492,Kelley,Briony,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,76992654,Ferguson,Natalie,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,77067211,West,Catherine,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,77101165,Crawford,Stella,False,2023-09-01,,False,False,MIL,True,,ZZZ,False
,77244916,Johnston,Justin,False,2023-09-01,,False,False,MAR,True,,ZZZ,True
,77250907,Smith,Charlie,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,77257379,Hawkins,Agata,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,77341880,Hawkins,Myra,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,77450681,Baker,Lyndon,False,2018-09-01,,False,False,"LEA,EDU",True,,ZZZ,False
,77610435,Holmes,David,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,77689926,Gray,Florrie,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,77734295,Martin,Michael,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,77744551,Adams,Robert,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,77834062,Kelly,Ada,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,77932268,Ellis,Bruce,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,78107262,Stewart,Arnold,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,78121577,Moore,Tara,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,79055065,Brooks,Kelsey,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,79058852,Fowler,Ned,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,79139642,Chapman,Arnold,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,79149549,Richards,Dale,False,2018-09-01,,False,False,ALE,True,,ZZZ,False
,79236851,Kelly,Lana,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,79323391,Higgins,Jessica,False,2023-09-01,,False,False,MAT,True,,ZZZ,True
,79445180,Thomas,Mary,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,79654142,Spencer,Miley,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,79831955,Alexander,Edith,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,80005480,Ellis,Oscar,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,80035576,Kelly,Myra,False,2023-09-01,,False,False,APP,True,,ZZZ,True
,80167383,Cole,Hailey,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,80333920,Cunningham,Ned,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,80428124,Hamilton,Alissa,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,80931413,Morrison,Lucy,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,80960804,Murray,Daryl,False,2018-09-01,,False,False,"MIL,APP",True,,ZZZ,False
,80962083,Taylor,Vincent,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,81130160,Johnson,Alberta,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,81204758,Harris,Lyndon,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,81335364,Alexander,Victoria,False,2018-09-01,,False,False,MAR,True,,ZZZ,False
,81593463,Warren,Aston,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,81710884,Cunningham,Garry,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,81789536,Anderson,Preston,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,81935193,Fowler,Anna,False,2023-09-01,,False,False,MID,True,,ZZZ,False
,81985720,Richardson,Stella,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,82277380,Allen,Lydia,False,2018-09-01,,False,False,"LEA,MIL",True,,ZZZ,False
,82423664,Andrews,Kelvin,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,82554077,Higgins,Albert,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,82732317,Russell,Honey,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,82815405,Johnston,Sienna,False,2018-09-01,,False,False,LEA,True,,ZZZ,False
,83112552,Warren,Sophia,False,2023-09-01,,False,False,GRE,True,,ZZZ,False
,83228564,Gibson,Sawyer,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,83285213,Higgins,April,False,2018-09-01,,False,False,"LEA,EDU",True,,ZZZ,False
,83502600,Johnston,Florrie,False,2018-09-01,,False,False,MID,True,,ZZZ,False
,83677954,Gray,Ada,False,2023-09-01,,False,False,APP,True,,ZZZ,False
,83895650,Richardson,Audrey,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,83973875,Watson,Adrian,False,2018-09-01,,False,False,LOR,True,,ZZZ,False
,84053284,Alexander,Vivian,False,2023-09-01,,False,False,ALE,True,,ZZZ,True
,84532003,Robinson,Ellia,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,84725371,Carroll,Eddy,False,2018-09-01,,False,False,GRE,True,,ZZZ,False
,84795486,Henderson,Rubie,False,2023-09-01,,False,False,MAR,True,,ZZZ,True
,84807469,Mason,Arthur,False,2018-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,84811197,Myers,Jared,False,2023-09-01,,False,False,LOR,True,,ZZZ,False
,84812839,Kelly,Eddy,False,2023-09-01,,False,False,MAR,True,,ZZZ,False
,84833585,Cunningham,Paul,False,2018-09-01,,False,False,LOR,True,,ZZZ,True
,85078401,Harrison,Florrie,False,2023-09-01,,False,False,EDU,True,,ZZZ,False
,85105844,Baker,Savana,False,2018-09-01,,False,False,"MIL,LOR",True,,ZZZ,False
,85219537,Kelley,Abraham,False,2023-09-01,,False,False,ALE,True,,ZZZ,False
,85286584,Thompson,Rebecca,False,2018-09-01,,False,False,MIL,True,,ZZZ,False
,85391411,Harris,Mike,False,2023-09-01,,False,False,MID,True,,ZZZ,True
